benchmark             pass                 MDE                  DV                      MEE                  EV                      delta                    delta %
newlib-exp            cdtor                0.23836178572120836  3.247113968063369e-05   0.2378184342000208   4.467815289359714e-05   -0.0005433515211875628   -0.22795244612870755%
cover                 devirt               0.26735777818279166  0.00019036801872629127  0.26675522421339587  0.00024228952505246515  -0.0006025539693957915   -0.2253736448183031%
sglib-hashtable       inline_param         0.16703827038804167  7.441820806020012e-06   0.16666249063806945  7.452008374327121e-05   -0.00037577974997221597  -0.22496626018651483%
fdct                  ccp                  0.18131064391981244  1.72933885910428e-05    0.18090514092806245  1.853177714339484e-05   -0.0004055029917499897   -0.2236509578165361%
nettle-arcfour        tailr                0.1991362812566667   3.209888016086231e-05   0.19869373140722912  2.8048291347214346e-05  -0.00044254984943756237  -0.22223466595078173%
newlib-exp            cp                   0.23834996184379165  3.741717858100919e-05   0.23783025807743752  3.974495086342457e-05   -0.0005197037663541293   -0.2180423115379937%
ctl-stack             emutls               0.11798120656504167  1.0918068617455328e-05  0.11772643235227083  1.0199419450761439e-05  -0.0002547742127708419   -0.21594474254710036%
ud                    tailr                0.18477834364947912  2.5170840617758844e-05  0.18438027206356244  2.7826592441172368e-05  -0.00039807158591667613  -0.21543194838449797%
dijkstra              devirt               0.20405285763895833  1.856953625492824e-05   0.20361672358256253  2.449219719274513e-05   -0.0004361340563958094   -0.21373582386554213%
qurt                  fre                  0.2937913157601458   4.214580383813989e-05   0.2931642104970417   5.9093648218133966e-05  -0.0006271052631040552   -0.21345262077658902%
sglib-arrayquicksort  cdtor                0.10389006134143124  1.685652994185508e-05   0.10366834768290627  1.051873020840651e-05   -0.00022171365852496905  -0.2134118082732808%
duff                  devirt               0.3896463616289166   0.000161504128312853    0.3888162718272083   0.00021501463844380759  -0.0008300898017082892   -0.2130367131462742%
sglib-listsort        ccp                  0.16580697858435414  2.3151826386907088e-05  0.16545427442006255  2.8319025518321286e-05  -0.00035270416429158957  -0.21271973429764396%
sha                   cdtor                0.6915387089018336   0.000692890752664371    0.6900759440167706   0.00039998895427632733  -0.0014627648850629171   -0.2115232113883826%
newlib-mod            cdtor                0.18311256363872916  0.0001494979272652215   0.18272604897233333  0.00011844839378837053  -0.0003865146663958319   -0.2110803642935193%
crc                   devirt               0.27755124283150007  0.00017562617371042494  0.27696885858254167  0.00021081231469446778  -0.0005823842489584008   -0.2098294509572646%
prime                 copyprop             0.22546166283141655  2.4234299969663816e-05  0.22499450111585415  3.8204638955230246e-05  -0.0004671617155624086   -0.20720228428001852%
sglib-rbtree          cdtor                0.17585087974239585  2.7880337558642917e-05  0.17548957190247919  2.5130941813662908e-05  -0.00036130783991666915  -0.20546262858960354%
duff                  esra                 0.38962326170554157  0.00018818944832228613  0.38883937175058336  0.00018836739449433137  -0.0007838899549582057   -0.2011917747227915%
tarai                 esra                 0.2492457404302292   3.607377861785842e-05   0.24874708483974997  8.244491779575884e-05   -0.0004986555904792356   -0.20006584249684423%
sqrt                  esra                 0.36733689562045835  6.962932221554546e-05   0.36660737385327097  9.922215759122312e-05   -0.0007295217671873799   -0.19859746621835125%
ctl-vector            copyprop             0.11743284173977082  0.00013108205043203754  0.11720050363856248  0.00011479300871025392  -0.00023233810120834586  -0.1978476359477046%
sqrt                  copyprop             0.36733422680970834  6.407970516822856e-05   0.3666100426640209   0.000104775736850592    -0.0007241841456874232   -0.19714583962865384%
sha                   cp                   0.6914880363956666   0.0006468788578774521   0.6901266165229377   0.0004461470024449192   -0.001361419872728864    -0.19688263586238897%
strstr                emutls               0.23020557619591667  6.097366928317598e-05   0.22975825364793756  6.287736309268626e-05   -0.00044732254797910653  -0.19431438428685685%
ud                    cdtor                0.18475779007654167  3.181773082845669e-05   0.18440082563649995  2.1195551103356187e-05  -0.0003569644400417127   -0.19320670586816885%
newlib-sqrt           tailr                0.19586885784339583  2.6938787799042803e-05  0.19549164599741675  3.080035068041817e-05   -0.00037721184597908075  -0.19258387991452686%
nettle-arcfour        cp                   0.19910668681575003  2.9987318993196715e-05  0.1987233258481458   3.0184814934158967e-05  -0.00038336096760421823  -0.19254047854202608%
ctl-vector            emutls               0.11742901455135414  0.00011432740758730679  0.11720433082697918  0.00013154943787869902  -0.0002246837243749661   -0.19133578292672057%
crc32                 tailr                0.339516745708       7.637375440087353e-05   0.3388674843284583   7.155854039482326e-05   -0.0006492613795416879   -0.19123103285753174%
edn                   cp                   0.2949431520117291   0.00010023374438899048  0.29438349751887494  6.112730125549134e-05   -0.0005596544928541669   -0.1897499531814561%
fdct                  devirt               0.18127916527474996  1.5394994810295578e-05  0.18093661957312498  2.0454219495350468e-05  -0.00034254570162498     -0.1889603259733746%
nettle-arcfour        cdtor                0.1991027472683958   3.2911478069044696e-05  0.19872726539549998  2.726370896194112e-05   -0.000375481872895822    -0.18858698739584065%
bubblesort            tailr                0.3430044113683542   6.564580476537099e-05   0.3423613147223541   6.331839217923611e-05   -0.0006430966460000964   -0.18748932220276074%
newlib-sqrt           early_optimizations  0.19586241943195834  2.1508764876314193e-05  0.19549808440885422  3.6235249569625085e-05  -0.00036433502310412313  -0.18601578810308295%
stb_perlin            ealias               0.23637909696643755  6.690699668722585e-05   0.2359396485536042   8.459626059179166e-05   -0.0004394484128333598   -0.18590832204412525%
sglib-hashtable       tailr                0.16691028924270832  7.823344360415811e-05   0.16660258190841667  3.798692236592015e-05   -0.0003077073342916403   -0.1843549224483073%
sqrt                  cdtor                0.36730951285256247  8.954109545485691e-05   0.3666347566211668   7.934965551973787e-05   -0.000674756231395679    -0.18370235667338275%
sglib-dllist          cdtor                0.19953188093143748  3.9292356628069634e-05  0.19917071983908333  3.1570845021691466e-05  -0.00036116109235415084  -0.18100420377345708%
qurt                  cdtor                0.29374359316881243  5.490313427828056e-05   0.29321193308837495  4.639279364346503e-05   -0.0005316600804374794   -0.18099461326189265%
ludcmp                esra                 0.30084652620872915  4.911468942781409e-05   0.30030357461452073  5.9775626822964976e-05  -0.0005429515942084184   -0.18047460977884627%
cover                 esra                 0.26729276856174994  0.0002455287815339467   0.2668202338344375   0.00018720014039843623  -0.00047253472731245694  -0.17678545134425963%
fdct                  profile              0.18126792574960415  1.6515290056079416e-05  0.18094785909827085  1.9341530154114382e-05  -0.0003200666513333006   -0.17657103429065943%
fft                   profile              0.45164592665964576  0.001163984039073981    0.4508562762154793   0.0010042927419001404   -0.0007896504441664565   -0.1748383850169264%
ctl-stack             cdtor                0.11795607742104165  1.355222635450874e-05   0.11775156149627082  7.5770488469887754e-06  -0.0002045159247708317   -0.17338311788786986%
edn                   cdtor                0.2949182146408334   9.465157412667394e-05   0.2944084348897708   6.673670781914153e-05   -0.000509779751062589    -0.1728546172312297%
sglib-arraybinsearch  cp                   0.34997206192225     0.00015953762546533256  0.34937908461318745  0.00018868836302580788  -0.0005929773090625479   -0.16943561317596947%
stb_perlin            esra                 0.23635746464829174  6.651417443192484e-05   0.23596128087175003  8.500754411828261e-05   -0.0003961837765417142   -0.16762058991081566%
prime                 tailr                0.2254169445366666   2.8224012480106463e-05  0.22503921941060412  3.425351221378933e-05   -0.0003777251260624892   -0.16756731701730965%
sglib-dllist          emutls               0.1995181825418334   3.479144291751731e-05   0.19918441822868746  3.60814806307463e-05    -0.00033376431314594     -0.16728516112858985%
ud                    esra                 0.18473121608547913  2.6386824051958202e-05  0.1844273996275625   2.6644391073737163e-05  -0.0003038164579166336   -0.16446405992155172%
statemate             ealias               0.28570500122047915  3.910748210276445e-05   0.285248341417625    3.486842958197339e-05   -0.0004566598028541424   -0.15983612499024372%
newlib-sqrt           esra                 0.1958355509081667   2.645458774711363e-05   0.1955249529326459   3.1307946991589573e-05  -0.0003105979755207988   -0.1586014255738723%
sglib-listsort        cdtor                0.16576178125102084  2.8964123687657717e-05  0.16549947175339583  2.253511662010566e-05   -0.0002623094976250129   -0.1582448593670608%
ctl-vector            devirt               0.11740953194272914  0.00011839370169219166  0.11722381343560417  0.0001274913096012748   -0.0001857185071249684   -0.1581800932615586%
qurt                  cp                   0.2937076063511251   3.948441426616133e-05   0.29324791990606247  6.184794811346847e-05   -0.0004596864450626126   -0.1565115901401141%
fdct                  cp                   0.18124886127437498  1.581840933187834e-05   0.18096692357349997  2.005013196467514e-05   -0.0002819377008750068   -0.15555281224537396%
